address,scam_type,total_received_btc,total_sent_btc,balance_btc,transaction_count,first_seen,last_seen,is_scam,dataset_source
ponzi_001877,Ponzi,15.003599962294468,31.07557959669845,1.3248791287030168,3670,2018-05-09,2019-12-12,1,cryptoscam_synthetic
ponzi_001878,Ponzi,4.946321240681488,5.907226728372196,0.37664917302077094,4035,2018-11-27,2019-06-19,1,cryptoscam_synthetic
ponzi_001879,Ponzi,5.30863855407517,11.501690771648711,0.4259041665461399,4208,2018-10-28,2019-05-15,1,cryptoscam_synthetic
ponzi_001880,Ponzi,0.6687268151671658,2.0611433064981792,2.0395544437886555,1224,2018-10-15,2019-09-07,1,cryptoscam_synthetic
ponzi_001881,Ponzi,20.260705901033507,13.306722930033374,0.9830833002702158,2875,2018-01-19,2019-12-02,1,cryptoscam_synthetic
ponzi_001882,Ponzi,11.738917903935903,3.4224632294116297,0.0816929248669461,4411,2018-09-02,2019-07-03,1,cryptoscam_synthetic
ponzi_001883,Ponzi,30.30266511956159,21.003952967911314,0.47010585021039814,4379,2018-01-03,2019-02-04,1,cryptoscam_synthetic
ponzi_001884,Ponzi,12.727201504074314,48.565950050596804,1.2338183445034268,4364,2018-04-05,2019-08-17,1,cryptoscam_synthetic
ponzi_001885,Ponzi,21.527692852213125,16.41997675177311,0.7143122587458599,3579,2018-08-13,2019-04-03,1,cryptoscam_synthetic
ponzi_001886,Ponzi,47.20542992828064,17.342160361899758,1.3551812975311182,4647,2018-12-12,2019-01-20,1,cryptoscam_synthetic
ponzi_001887,Ponzi,12.51616640261,17.694471886590218,1.8717053625546827,3900,2018-02-14,2019-06-24,1,cryptoscam_synthetic
ponzi_001888,Ponzi,17.16624850102214,2.7416118103246827,1.9902379464702094,2468,2018-02-11,2019-10-22,1,cryptoscam_synthetic
ponzi_001889,Ponzi,5.132474639713382,10.043358137513291,0.7801127031303022,552,2018-02-22,2019-12-28,1,cryptoscam_synthetic
ponzi_001890,Ponzi,10.013274620926595,37.82707845205522,0.06942424115988007,1846,2018-10-12,2019-12-15,1,cryptoscam_synthetic
ponzi_001891,Ponzi,2.939095229040697,11.649580474616288,0.018760820575985306,3394,2018-05-04,2019-06-21,1,cryptoscam_synthetic
ponzi_001892,Ponzi,10.417401878557369,10.557275701563755,0.4510416598631605,561,2018-08-27,2019-02-23,1,cryptoscam_synthetic
ponzi_001893,Ponzi,4.374838782745302,18.539866280524617,0.8379982142993677,4637,2018-08-15,2019-10-09,1,cryptoscam_synthetic
ponzi_001894,Ponzi,30.437402807201472,8.0652669350686,1.1860154875783884,2289,2018-04-01,2019-04-09,1,cryptoscam_synthetic
ponzi_001895,Ponzi,21.201815422474755,5.494244218967127,1.4620228153963524,3110,2018-04-10,2019-07-02,1,cryptoscam_synthetic
ponzi_001896,Ponzi,9.110777239829225,6.875410624630004,1.0780860256333145,3286,2018-03-21,2019-07-20,1,cryptoscam_synthetic
ponzi_001897,Ponzi,34.25485638613338,4.106283340961352,0.22720448788536735,2383,2018-07-21,2019-10-26,1,cryptoscam_synthetic
ponzi_001898,Ponzi,1.5020718627641008,2.701578668316242,1.7154910940307004,4791,2018-04-11,2019-09-26,1,cryptoscam_synthetic
ponzi_001899,Ponzi,0.8676749693215089,4.312091894959061,0.3827829955012933,2531,2018-01-05,2019-02-03,1,cryptoscam_synthetic
ponzi_001900,Ponzi,0.4003863790476073,9.39782247227691,0.3244252690369279,1389,2018-11-25,2019-12-17,1,cryptoscam_synthetic
ponzi_001901,Ponzi,4.395836117730893,7.186107970070168,4.5806522204376,4740,2018-10-11,2019-04-15,1,cryptoscam_synthetic
ponzi_001902,Ponzi,6.568165194575628,8.126147589687749,0.1697418548200419,199,2018-03-18,2019-03-25,1,cryptoscam_synthetic
ponzi_001903,Ponzi,7.559914053813812,3.8599547483707535,0.6014784670372592,4633,2018-12-15,2019-09-27,1,cryptoscam_synthetic
ponzi_001904,Ponzi,35.05902425342669,7.69680462085464,1.2431710644360505,3792,2018-05-12,2019-12-13,1,cryptoscam_synthetic
ponzi_001905,Ponzi,12.751624549555698,7.7108018221983805,0.8235724622081997,4893,2018-09-11,2019-03-16,1,cryptoscam_synthetic
ponzi_001906,Ponzi,2.2519604067055057,9.716413914526248,1.368473742384435,901,2018-03-14,2019-08-25,1,cryptoscam_synthetic
ponzi_001907,Ponzi,21.627789398973004,22.537374633959054,0.005008576069557218,3954,2018-11-22,2019-11-18,1,cryptoscam_synthetic
ponzi_001908,Ponzi,5.202424587274493,1.031107484491448,0.4310691354664516,4729,2018-10-21,2019-03-08,1,cryptoscam_synthetic
ponzi_001909,Ponzi,25.042268745506128,6.304952043262978,0.2115670074236321,4641,2018-07-11,2019-02-14,1,cryptoscam_synthetic
ponzi_001910,Ponzi,1.181313737284178,34.96785622760742,0.7452874229332297,4896,2018-12-10,2019-04-27,1,cryptoscam_synthetic
ponzi_001911,Ponzi,14.316101994326193,10.234063417545585,0.19655549632075664,266,2018-01-26,2019-12-01,1,cryptoscam_synthetic
ponzi_001912,Ponzi,5.039175248830373,2.348669198646144,0.7945072669894528,1244,2018-07-11,2019-05-13,1,cryptoscam_synthetic
ponzi_001913,Ponzi,0.3700805921972134,14.84370918488681,3.378957264598804,2118,2018-06-06,2019-03-15,1,cryptoscam_synthetic
ponzi_001914,Ponzi,31.212878110676407,22.778645691943808,0.23963864743014313,1261,2018-12-12,2019-06-03,1,cryptoscam_synthetic
ponzi_001915,Ponzi,2.9746310644927685,5.054679594607182,0.1162222469421154,1697,2018-06-25,2019-01-28,1,cryptoscam_synthetic
ponzi_001916,Ponzi,18.497171660879108,1.379837494427065,0.23957502496938546,2656,2018-11-19,2019-03-27,1,cryptoscam_synthetic
ponzi_001917,Ponzi,26.858824343680947,18.974817359393302,2.339607808625619,2986,2018-08-10,2019-04-02,1,cryptoscam_synthetic
ponzi_001918,Ponzi,21.03317843323932,14.505125356114187,0.8684152648200741,2528,2018-12-12,2019-08-04,1,cryptoscam_synthetic
ponzi_001919,Ponzi,13.048972676623196,6.959074128135452,1.4689185432070082,2485,2018-08-26,2019-05-10,1,cryptoscam_synthetic
ponzi_001920,Ponzi,5.682327572163517,41.77163933679066,1.3710106687730204,3166,2018-02-14,2019-04-24,1,cryptoscam_synthetic
ponzi_001921,Ponzi,11.718447088913978,21.013045847520722,0.20266333140504836,2976,2018-01-09,2019-11-17,1,cryptoscam_synthetic
ponzi_001922,Ponzi,10.918634892655746,34.24493504715565,3.0045188922859345,704,2018-08-22,2019-05-13,1,cryptoscam_synthetic
ponzi_001923,Ponzi,13.868705192302444,7.711262572491911,0.23546358491640249,1754,2018-06-10,2019-02-18,1,cryptoscam_synthetic
ponzi_001924,Ponzi,11.28413275538842,24.9847888672775,0.28605210915254164,4642,2018-04-21,2019-08-22,1,cryptoscam_synthetic
ponzi_001925,Ponzi,55.24772027765665,10.162932202110408,0.2645891557270065,4857,2018-06-28,2019-07-04,1,cryptoscam_synthetic
ponzi_001926,Ponzi,4.230894561391315,15.85262887814273,0.7727249495715954,3323,2018-11-28,2019-02-13,1,cryptoscam_synthetic
ponzi_001927,Ponzi,17.582003926628563,2.781164876814302,1.675909926600172,2269,2018-06-11,2019-12-25,1,cryptoscam_synthetic
ponzi_001928,Ponzi,1.4686444249354973,34.86469229347544,0.8152464588085647,4344,2018-06-25,2019-10-01,1,cryptoscam_synthetic
ponzi_001929,Ponzi,14.924454468715787,7.293737203731512,1.6221216731903674,1341,2018-07-12,2019-12-22,1,cryptoscam_synthetic
ponzi_001930,Ponzi,14.228746750577585,3.4196443643994687,4.683599966660349,1890,2018-06-16,2019-08-09,1,cryptoscam_synthetic
ponzi_001931,Ponzi,1.7543136303409979,1.9968830487066913,0.3208555253710959,538,2018-07-06,2019-09-19,1,cryptoscam_synthetic
ponzi_001932,Ponzi,27.899283970874013,22.564767764899837,1.4999768046107484,1880,2018-01-14,2019-02-22,1,cryptoscam_synthetic
ponzi_001933,Ponzi,0.4149647767228591,0.13475136010528355,1.233578008699801,4061,2018-03-12,2019-04-05,1,cryptoscam_synthetic
ponzi_001934,Ponzi,45.49311554992195,22.447184456655748,2.090734835409856,2876,2018-01-05,2019-10-11,1,cryptoscam_synthetic
ponzi_001935,Ponzi,7.174988370508548,10.651851056675328,1.0622382411071516,3755,2018-07-13,2019-03-15,1,cryptoscam_synthetic
ponzi_001936,Ponzi,15.273795407958035,35.62142143003902,0.3935840424218773,382,2018-04-25,2019-12-03,1,cryptoscam_synthetic
ponzi_001937,Ponzi,16.47354845371545,5.257526381057425,0.08647791568526018,4886,2018-04-05,2019-05-11,1,cryptoscam_synthetic
ponzi_001938,Ponzi,8.091062904969558,18.956212320020008,0.8746007631671091,848,2018-08-15,2019-04-25,1,cryptoscam_synthetic
ponzi_001939,Ponzi,10.1736291569948,0.18511775443045275,0.15407410982724107,2030,2018-12-01,2019-12-15,1,cryptoscam_synthetic
ponzi_001940,Ponzi,3.4004255158267864,16.982192922555814,0.20182698342025224,974,2018-10-03,2019-04-14,1,cryptoscam_synthetic
ponzi_001941,Ponzi,0.7103813230563936,5.056662080919873,2.7676868614132517,996,2018-10-03,2019-09-24,1,cryptoscam_synthetic
ponzi_001942,Ponzi,4.029821030221482,20.3068743463674,0.13017649913753834,4656,2018-08-12,2019-05-23,1,cryptoscam_synthetic
ponzi_001943,Ponzi,8.96101591001477,9.445811283653345,0.4099354807961704,3309,2018-12-02,2019-05-21,1,cryptoscam_synthetic
ponzi_001944,Ponzi,8.213591889819808,5.657885390266331,2.3084291427814194,1632,2018-10-17,2019-04-08,1,cryptoscam_synthetic
ponzi_001945,Ponzi,10.550128724349694,36.057924773930665,0.2728691295878563,995,2018-03-21,2019-04-23,1,cryptoscam_synthetic
ponzi_001946,Ponzi,10.170977287576129,32.84498117058971,1.5598485365157613,648,2018-07-10,2019-05-23,1,cryptoscam_synthetic
ponzi_001947,Ponzi,26.54395187641528,16.43257184691543,1.1678855382595361,1091,2018-07-11,2019-01-06,1,cryptoscam_synthetic
ponzi_001948,Ponzi,9.028075410234354,20.2147537176444,0.30921739905336304,1188,2018-12-04,2019-06-28,1,cryptoscam_synthetic
ponzi_001949,Ponzi,21.703403539609386,10.40169841295415,1.3399561149739794,3686,2018-05-07,2019-05-25,1,cryptoscam_synthetic
ponzi_001950,Ponzi,88.82288310859323,5.295874572642437,2.0939428564780935,323,2018-03-07,2019-05-09,1,cryptoscam_synthetic
ponzi_001951,Ponzi,9.32145175982351,11.005295396738163,1.157902654667108,3912,2018-01-11,2019-08-25,1,cryptoscam_synthetic
ponzi_001952,Ponzi,20.852257784442973,1.0284839741499403,0.37350788154840353,4373,2018-07-21,2019-11-07,1,cryptoscam_synthetic
ponzi_001953,Ponzi,24.478992325216268,53.52221379426462,1.7696335978717612,4380,2018-06-15,2019-07-23,1,cryptoscam_synthetic
ponzi_001954,Ponzi,12.820046252768929,17.344756990177306,0.13473014705537506,903,2018-08-01,2019-04-07,1,cryptoscam_synthetic
ponzi_001955,Ponzi,62.72405599591967,6.7607911884464675,1.6853142409559383,3233,2018-04-03,2019-03-06,1,cryptoscam_synthetic
ponzi_001956,Ponzi,11.377911564082094,13.82509633981446,2.0206271387153834,1069,2018-02-27,2019-01-08,1,cryptoscam_synthetic
ponzi_001957,Ponzi,21.85889148909868,9.367007380003514,1.367123565181139,3281,2018-02-02,2019-07-02,1,cryptoscam_synthetic
ponzi_001958,Ponzi,14.362393440530026,0.9515466272342659,0.5364309560893149,4664,2018-06-26,2019-10-02,1,cryptoscam_synthetic
ponzi_001959,Ponzi,35.48341993286596,6.0007232848960665,0.4627338315219511,3569,2018-06-07,2019-02-17,1,cryptoscam_synthetic
ponzi_001960,Ponzi,33.12956879706507,9.087247745795688,0.10326009836684205,4339,2018-08-16,2019-10-22,1,cryptoscam_synthetic
ponzi_001961,Ponzi,28.68559963697042,6.001849951046369,0.6127515701175443,2126,2018-11-15,2019-01-10,1,cryptoscam_synthetic
ponzi_001962,Ponzi,45.12893743757995,16.96590317298418,0.5701596302359123,3837,2018-10-03,2019-02-20,1,cryptoscam_synthetic
ponzi_001963,Ponzi,15.562452520225863,24.76371006064968,3.508412195957489,4366,2018-01-25,2019-01-06,1,cryptoscam_synthetic
ponzi_001964,Ponzi,9.403132558233795,29.033338105287847,2.6176940444746366,3822,2018-04-26,2019-11-24,1,cryptoscam_synthetic
ponzi_001965,Ponzi,41.17068654949094,1.9353590422108553,0.5205012383239964,1233,2018-11-19,2019-06-16,1,cryptoscam_synthetic
ponzi_001966,Ponzi,4.719351285158725,5.828343153302621,0.03146033553676079,3187,2018-06-17,2019-06-28,1,cryptoscam_synthetic
ponzi_001967,Ponzi,3.0586533521217865,0.0723683887231016,1.876891272110249,1768,2018-04-16,2019-12-19,1,cryptoscam_synthetic
ponzi_001968,Ponzi,0.35267148946595783,5.631698119775663,0.1651006711335592,144,2018-07-02,2019-09-13,1,cryptoscam_synthetic
ponzi_001969,Ponzi,0.15772674851778132,19.068975347893144,2.4817419441823376,3196,2018-07-03,2019-04-20,1,cryptoscam_synthetic
ponzi_001970,Ponzi,1.698072009622172,2.635816394230312,1.2925185988604677,4744,2018-10-10,2019-02-15,1,cryptoscam_synthetic
ponzi_001971,Ponzi,11.748116216088874,15.429087391012528,2.4837596949437657,1140,2018-03-26,2019-05-04,1,cryptoscam_synthetic
ponzi_001972,Ponzi,27.526487815150293,9.662640643120247,1.3865484865156246,2559,2018-06-02,2019-04-24,1,cryptoscam_synthetic
ponzi_001973,Ponzi,5.5103965438033224,38.61463959928487,1.2581599371112873,4079,2018-04-13,2019-09-17,1,cryptoscam_synthetic
ponzi_001974,Ponzi,0.1698079142821198,9.651160007780902,2.3508705380251147,3099,2018-07-13,2019-05-03,1,cryptoscam_synthetic
ponzi_001975,Ponzi,16.53513352712625,14.294776863502296,0.025370025127519114,1673,2018-09-05,2019-03-08,1,cryptoscam_synthetic
ponzi_001976,Ponzi,0.38891715176419195,8.062062676028637,1.9316654428539164,3693,2018-07-17,2019-06-01,1,cryptoscam_synthetic
ponzi_001977,Ponzi,0.4214761192025428,6.256752987745086,0.3170719283928813,4243,2018-05-20,2019-07-28,1,cryptoscam_synthetic
ponzi_001978,Ponzi,13.568577602395033,11.492571091565784,3.3973517785858127,2478,2018-02-15,2019-08-25,1,cryptoscam_synthetic
ponzi_001979,Ponzi,0.32227729237720093,17.180421548857247,0.2124039558565333,1204,2018-06-14,2019-09-01,1,cryptoscam_synthetic
ponzi_001980,Ponzi,4.259461964342375,1.1642245236848,2.527406272483644,314,2018-08-25,2019-06-16,1,cryptoscam_synthetic
ponzi_001981,Ponzi,4.58923377661148,0.9499213871052636,0.2664404957532887,707,2018-09-10,2019-12-24,1,cryptoscam_synthetic
ponzi_001982,Ponzi,8.45974783150827,1.9071374313897418,1.311874213586457,4279,2018-11-14,2019-04-28,1,cryptoscam_synthetic
ponzi_001983,Ponzi,2.311251918951329,7.704995392826268,0.05080802510370124,3119,2018-08-17,2019-03-27,1,cryptoscam_synthetic
ponzi_001984,Ponzi,1.4295683531717593,24.17465005600096,0.13306159010633087,743,2018-01-15,2019-11-16,1,cryptoscam_synthetic
ponzi_001985,Ponzi,25.261754231470732,31.834172331486005,1.1214557805207623,3222,2018-07-28,2019-06-03,1,cryptoscam_synthetic
ponzi_001986,Ponzi,21.2786807584451,7.6409640085855255,3.235385569394483,1074,2018-09-04,2019-12-12,1,cryptoscam_synthetic
ponzi_001987,Ponzi,9.789147412922643,25.842387213388264,0.2690945562862952,2874,2018-01-20,2019-02-07,1,cryptoscam_synthetic
ponzi_001988,Ponzi,1.2187590442194045,9.02847384991895,0.727029775403769,4142,2018-12-26,2019-02-10,1,cryptoscam_synthetic
ponzi_001989,Ponzi,2.559515658023584,3.7031668335327503,1.1236116822658653,2970,2018-09-14,2019-02-24,1,cryptoscam_synthetic
ponzi_001990,Ponzi,1.8838091733703581,34.44057952857032,0.40400621904537476,3316,2018-10-11,2019-06-06,1,cryptoscam_synthetic
ponzi_001991,Ponzi,7.9015865416246305,36.74988281429577,1.9558714769591647,1753,2018-11-03,2019-07-22,1,cryptoscam_synthetic
ponzi_001992,Ponzi,6.690232558957304,20.17461676378476,0.9491051624782513,1682,2018-06-14,2019-03-17,1,cryptoscam_synthetic
ponzi_001993,Ponzi,30.244409125175665,2.608697238359016,2.0628164490288268,2109,2018-11-26,2019-05-14,1,cryptoscam_synthetic
ponzi_001994,Ponzi,1.9573803193924357,20.86881258911018,0.6960744471820743,4086,2018-02-28,2019-11-20,1,cryptoscam_synthetic
ponzi_001995,Ponzi,1.1252064047564692,25.994512418025778,0.07611488931743521,1761,2018-05-16,2019-09-28,1,cryptoscam_synthetic
ponzi_001996,Ponzi,12.887597875269416,44.84168783255402,0.6585330500436758,2347,2018-02-18,2019-01-26,1,cryptoscam_synthetic
ponzi_001997,Ponzi,0.9933738532000822,5.210101377039921,0.4690708854228097,4712,2018-05-28,2019-01-16,1,cryptoscam_synthetic
ponzi_001998,Ponzi,4.059923480449978,37.86343502651325,1.0170018763524689,475,2018-09-06,2019-10-22,1,cryptoscam_synthetic
ponzi_001999,Ponzi,10.478545431481757,2.2984426310673456,1.7519640806754118,2476,2018-07-08,2019-12-23,1,cryptoscam_synthetic
phishing_000000,Phishing,1.1616774169193265,10.550183058017078,0.5052673107191268,3043,2018-07-25,2019-06-18,1,cryptoscam_synthetic
phishing_000001,Phishing,10.317676769362084,22.823059852665637,0.08241130724087352,147,2018-06-05,2019-01-21,1,cryptoscam_synthetic
phishing_000002,Phishing,18.713323889083377,39.916472269884665,0.20532636894376038,1918,2018-01-21,2019-08-14,1,cryptoscam_synthetic
phishing_000003,Phishing,11.415371205207801,27.90317073556006,0.4083466148865529,1175,2018-12-05,2019-06-14,1,cryptoscam_synthetic
phishing_000004,Phishing,27.055341717546504,2.452222413185812,0.15671319907329892,1820,2018-11-10,2019-02-24,1,cryptoscam_synthetic
phishing_000005,Phishing,19.134246207992785,5.596983520545341,0.2553330807831499,4079,2018-04-27,2019-01-20,1,cryptoscam_synthetic
phishing_000006,Phishing,8.890501356147924,78.6734507919194,0.14689235104655465,3418,2018-01-16,2019-08-02,1,cryptoscam_synthetic
phishing_000007,Phishing,1.0922381124054137,0.048416801251743594,1.1857457086535774,4048,2018-04-18,2019-02-06,1,cryptoscam_synthetic
phishing_000008,Phishing,11.984456470824055,19.262760057613274,0.2579203711892151,2976,2018-09-25,2019-01-26,1,cryptoscam_synthetic
phishing_000009,Phishing,6.731392689980744,7.225658041884579,0.1463282023249857,2574,2018-11-12,2019-05-17,1,cryptoscam_synthetic
phishing_000010,Phishing,35.92954139275061,28.834686376170573,0.4885003613473755,2666,2018-04-26,2019-12-11,1,cryptoscam_synthetic
phishing_000011,Phishing,5.820206079112656,3.209209609191829,0.6407646599000576,4903,2018-07-14,2019-08-12,1,cryptoscam_synthetic
phishing_000012,Phishing,4.441253478122706,14.385739011950674,1.8623396432143824,268,2018-07-04,2019-09-01,1,cryptoscam_synthetic
phishing_000013,Phishing,6.686774946477299,18.502182645259758,0.11055405405531497,1267,2018-11-28,2019-06-25,1,cryptoscam_synthetic
phishing_000014,Phishing,89.37248042264652,5.827557097947972,1.404830403246502,2637,2018-03-13,2019-06-17,1,cryptoscam_synthetic
phishing_000015,Phishing,4.573680577691296,1.5192156028511072,0.7070037642220508,956,2018-12-07,2019-06-21,1,cryptoscam_synthetic
phishing_000016,Phishing,39.62211549516742,7.196076434378675,0.36678294321558264,3964,2018-11-28,2019-07-14,1,cryptoscam_synthetic
phishing_000017,Phishing,9.74240529790675,2.148479484509594,0.17037941481172647,2378,2018-04-22,2019-08-25,1,cryptoscam_synthetic
phishing_000018,Phishing,40.50407448728617,9.937268824682233,3.8543746094010922,4323,2018-12-16,2019-05-12,1,cryptoscam_synthetic
phishing_000019,Phishing,7.7752549459445905,14.470317336446252,1.2906592789252271,287,2018-02-19,2019-04-20,1,cryptoscam_synthetic
phishing_000020,Phishing,39.98471408203517,4.5764629536967565,1.0155813695456295,2534,2018-04-05,2019-09-05,1,cryptoscam_synthetic
phishing_000021,Phishing,10.376335515725234,2.0251008185081485,0.9090001950320377,613,2018-02-22,2019-02-21,1,cryptoscam_synthetic
phishing_000022,Phishing,13.668049333864042,14.258006712297448,1.044003336350574,1760,2018-11-13,2019-06-27,1,cryptoscam_synthetic
phishing_000023,Phishing,33.93755437160145,3.1020162003975367,0.10592051201080518,4976,2018-02-09,2019-02-05,1,cryptoscam_synthetic
phishing_000024,Phishing,15.676087323400052,42.27115222538037,1.0515690127042374,3226,2018-12-16,2019-12-02,1,cryptoscam_synthetic
phishing_000025,Phishing,4.236206867307264,16.15845362045823,3.543655120618853,4236,2018-01-10,2019-04-24,1,cryptoscam_synthetic
phishing_000026,Phishing,12.59439767088229,10.47203662276142,0.7540954998462979,3649,2018-03-14,2019-11-12,1,cryptoscam_synthetic
phishing_000027,Phishing,3.577297278492601,18.36161506017527,0.25137028117205734,1786,2018-10-23,2019-07-26,1,cryptoscam_synthetic
phishing_000028,Phishing,4.582222205662147,4.443005579832399,0.5219618769699592,1780,2018-03-26,2019-12-23,1,cryptoscam_synthetic
phishing_000029,Phishing,10.013344268950895,1.272257271556306,0.13930945792260588,337,2018-08-11,2019-06-22,1,cryptoscam_synthetic
phishing_000030,Phishing,30.21238916630659,2.7108074427143016,1.1339173182568232,1560,2018-02-10,2019-04-20,1,cryptoscam_synthetic
phishing_000031,Phishing,11.471427867304334,12.009105613969638,1.938807722154625,1855,2018-06-15,2019-05-26,1,cryptoscam_synthetic
phishing_000032,Phishing,10.631649665514178,28.204759393581302,0.5001220922297398,1220,2018-06-04,2019-12-15,1,cryptoscam_synthetic
phishing_000033,Phishing,12.654470718401251,28.008480037775396,2.9502246748202268,452,2018-09-27,2019-12-19,1,cryptoscam_synthetic
phishing_000034,Phishing,53.13755296274227,3.067986627158455,0.9514680458335599,1566,2018-09-05,2019-10-18,1,cryptoscam_synthetic
phishing_000035,Phishing,10.087125126264759,1.0079452113313565,1.6592105406599298,660,2018-05-10,2019-10-03,1,cryptoscam_synthetic
phishing_000036,Phishing,2.4629883335389553,41.90314699791826,1.2496321761638776,911,2018-09-21,2019-04-24,1,cryptoscam_synthetic
phishing_000037,Phishing,1.5836730392508618,18.263024300113543,0.3056737054890739,3082,2018-08-01,2019-04-08,1,cryptoscam_synthetic
phishing_000038,Phishing,8.701444760297498,18.712885434920324,0.27521159633455383,1926,2018-05-21,2019-02-15,1,cryptoscam_synthetic
phishing_000039,Phishing,0.6768111483971895,2.8401838927951046,1.3536716508525493,118,2018-04-21,2019-01-18,1,cryptoscam_synthetic
phishing_000040,Phishing,4.004640763226908,5.024825474212208,0.07832209749200722,1043,2018-03-14,2019-10-19,1,cryptoscam_synthetic
phishing_000041,Phishing,0.13267756770415962,10.082622150574771,0.4913047688728749,4443,2018-04-02,2019-03-24,1,cryptoscam_synthetic
phishing_000042,Phishing,2.8641754493818654,19.24786880956621,0.8384559092082422,850,2018-06-27,2019-09-24,1,cryptoscam_synthetic
phishing_000043,Phishing,4.149755866948305,21.81881079415905,1.5666490331980354,1534,2018-03-03,2019-03-18,1,cryptoscam_synthetic
phishing_000044,Phishing,2.9563069207513446,8.344837523381203,0.34194824674131735,572,2018-08-19,2019-11-27,1,cryptoscam_synthetic
phishing_000045,Phishing,8.792000130216321,9.827391867414434,1.119258309171738,4646,2018-06-16,2019-12-12,1,cryptoscam_synthetic
phishing_000046,Phishing,17.42415942799016,15.905222798485271,0.09106489793532176,2943,2018-04-21,2019-02-08,1,cryptoscam_synthetic
phishing_000047,Phishing,5.2034764404429295,20.1126070000604,0.10922849527408836,1545,2018-01-28,2019-12-14,1,cryptoscam_synthetic
phishing_000048,Phishing,5.888064023852657,2.1304412291378494,0.23734608224001413,4218,2018-06-06,2019-04-07,1,cryptoscam_synthetic
phishing_000049,Phishing,26.284177710540025,4.490947028840781,2.807607338340302,1209,2018-04-11,2019-01-27,1,cryptoscam_synthetic
phishing_000050,Phishing,16.66196213275141,8.211117155677343,0.9827435813574947,4705,2018-03-14,2019-11-16,1,cryptoscam_synthetic
phishing_000051,Phishing,5.411610718404401,3.967632676676203,0.2907859869400862,4663,2018-06-10,2019-09-08,1,cryptoscam_synthetic
phishing_000052,Phishing,5.77705742242705,9.75124102574234,0.7127524883371955,3207,2018-10-27,2019-06-26,1,cryptoscam_synthetic
phishing_000053,Phishing,6.759322037362182,2.8260007383533083,0.3419385590551727,468,2018-01-06,2019-04-03,1,cryptoscam_synthetic
phishing_000054,Phishing,0.7793403001491117,16.21638616909587,0.9978363666870466,1025,2018-12-01,2019-04-27,1,cryptoscam_synthetic
phishing_000055,Phishing,15.998104532528716,25.089395375389753,0.29452303565788174,4277,2018-11-24,2019-02-18,1,cryptoscam_synthetic
phishing_000056,Phishing,21.67188940241625,0.7226028293998191,0.7020182768943515,1424,2018-10-26,2019-07-27,1,cryptoscam_synthetic
phishing_000057,Phishing,10.744853552730797,4.9594786425324875,0.10940264966991074,4823,2018-06-10,2019-07-04,1,cryptoscam_synthetic
phishing_000058,Phishing,24.418842019561893,2.321623947201946,0.32292057225492066,121,2018-02-21,2019-12-25,1,cryptoscam_synthetic
phishing_000059,Phishing,33.30847518394508,7.789290329352747,0.849648186935,2399,2018-01-22,2019-01-25,1,cryptoscam_synthetic
phishing_000060,Phishing,3.0158993398654164,1.0846778312491618,0.8076535813750019,723,2018-12-20,2019-11-17,1,cryptoscam_synthetic
phishing_000061,Phishing,4.439886828482679,17.307790370887215,0.35315596171267655,723,2018-09-04,2019-10-28,1,cryptoscam_synthetic
phishing_000062,Phishing,68.72926725117209,2.9209116571445577,0.6415975486627531,4497,2018-09-27,2019-07-18,1,cryptoscam_synthetic
phishing_000063,Phishing,44.15451701781187,0.7901746768099907,1.878640752943049,2932,2018-03-23,2019-04-15,1,cryptoscam_synthetic
phishing_000064,Phishing,5.5945274296499266,7.643845907375737,0.09505206784006427,3522,2018-10-06,2019-04-12,1,cryptoscam_synthetic
phishing_000065,Phishing,9.461263862716065,2.863046921077101,2.1706692326781387,255,2018-10-11,2019-11-21,1,cryptoscam_synthetic
phishing_000066,Phishing,6.669539509129003,24.73147851652548,0.5640615524298277,4248,2018-10-18,2019-10-22,1,cryptoscam_synthetic
phishing_000067,Phishing,24.840479780562223,6.104951565334682,0.8882064328052756,4777,2018-06-25,2019-12-16,1,cryptoscam_synthetic
phishing_000068,Phishing,8.327876717632044,28.41291281484566,1.1891349793210568,2317,2018-12-15,2019-10-06,1,cryptoscam_synthetic
phishing_000069,Phishing,1.018190255401953,50.81960029754745,0.5991432191902064,294,2018-03-01,2019-11-27,1,cryptoscam_synthetic
phishing_000070,Phishing,21.895815644378505,1.0001390165015411,0.8446896852553945,3780,2018-01-02,2019-08-05,1,cryptoscam_synthetic
phishing_000071,Phishing,7.181816651437583,24.809294883800554,0.14118050657381087,465,2018-07-28,2019-02-11,1,cryptoscam_synthetic
phishing_000072,Phishing,7.0358315585407105,8.10939677303702,0.4721900449018265,1472,2018-03-28,2019-07-14,1,cryptoscam_synthetic
phishing_000073,Phishing,57.04580076778665,4.988713237591437,1.9244090889333398,2881,2018-09-15,2019-11-13,1,cryptoscam_synthetic
phishing_000074,Phishing,28.54902034819423,3.4333933858736634,0.08730462241472145,3854,2018-04-01,2019-09-15,1,cryptoscam_synthetic
phishing_000075,Phishing,13.652655937530463,6.2891827227888655,0.13815025611828294,335,2018-05-25,2019-11-01,1,cryptoscam_synthetic
phishing_000076,Phishing,0.6761476458495553,1.4501114460209925,1.1238581457789358,1021,2018-04-01,2019-07-22,1,cryptoscam_synthetic
phishing_000077,Phishing,1.1769753186198857,0.012408591524223248,4.151554014379639,464,2018-09-19,2019-09-24,1,cryptoscam_synthetic
